event_idx,n,a_n,prev_event_n,gap,prev_gap,branch_type,sigma_hat,x,y,z,n_wedge_area,n_wedge_signed,n_wedge_l1,n_cross0,n_cross1,n_cross2,a_n_wedge_area,a_n_wedge_signed,a_n_wedge_l1,a_n_cross0,a_n_cross1,a_n_cross2,gap_wedge_area,gap_wedge_signed,gap_wedge_l1,gap_cross0,gap_cross1,gap_cross2,demand_coord,n_signed_roll16,n_area_roll16,a_n_signed_roll16,a_n_area_roll16,gap_signed_roll16,gap_area_roll16
8667,6272226,17806093,6257782,14444,25,1,1,9.578104,6.359159,1.0,16.0,-16.0,16.0,0.0,0.0,-16.0,2.449489742783178,-2.0,4.0,-1.0,-2.0,1.0,1.0,-1.0,1.0,-1.0,0.0,0.0,1,,,,,,
8668,6272227,24078320,6272226,1,14444,1,1,0.693147,-9.578034,1.0,16.0,-16.0,16.0,0.0,0.0,-16.0,6.0,-2.0,10.0,4.0,-2.0,-4.0,1.0,-1.0,1.0,-1.0,0.0,0.0,0,,,,,,
8669,6277043,11526642,6272227,4816,1,0,-1,8.479907,8.479699,-1.0,1.7320508075688772,-1.0,3.0,1.0,-1.0,-1.0,6.928203230275509,-4.0,12.0,-4.0,4.0,-4.0,1.0,-1.0,1.0,-1.0,0.0,0.0,1,,,,,,
8670,6277044,5249598,6277043,1,4816,0,-1,0.693147,-8.479699,-1.0,1.4142135623730951,0.0,2.0,1.0,0.0,-1.0,1.0,-1.0,1.0,0.0,0.0,-1.0,1.0,-1.0,1.0,-1.0,0.0,0.0,0,-8.25,8.786566092485494,-2.25,4.094423243264671,-1.0,1.0
8671,6281314,17810091,6277044,4270,1,1,1,8.359603,8.359369,1.0,4.58257569495584,-1.0,7.0,-4.0,2.0,1.0,9.0,-9.0,9.0,-9.0,0.0,0.0,1.4142135623730951,0.0,2.0,1.0,0.0,-1.0,1,-6.8,7.945768012979562,-3.6,5.0755385946117375,-0.8,1.082842712474619
8672,6281315,24091406,6281314,1,4270,1,1,0.693147,-8.359369,1.0,4.58257569495584,-1.0,7.0,-4.0,2.0,1.0,1.7320508075688772,1.0,3.0,1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,0.0,0.0,0,-5.833333333333333,7.385235959975609,-2.8333333333333335,4.518290630104594,-0.8333333333333334,1.0690355937288492
8673,6282739,11526640,6281315,1424,1,0,-1,7.261927,7.261225,-1.0,4.0,-4.0,4.0,0.0,0.0,-4.0,3.7416573867739413,-2.0,6.0,-3.0,2.0,-1.0,1.7320508075688772,-1.0,3.0,-1.0,1.0,-1.0,1,-5.571428571428571,6.901630822836236,-2.7142857142857144,4.407343023914501,-0.8571428571428571,1.1637520528488532
8674,6282740,5243900,6282739,1,1424,0,-1,0.693147,-7.261225,-1.0,4.47213595499958,-2.0,6.0,2.0,0.0,-4.0,3.0,-1.0,5.0,2.0,-2.0,-1.0,1.0,-1.0,1.0,-1.0,0.0,0.0,0,-5.125,6.597943964356654,-2.5,4.231425145925188,-0.875,1.1432830462427466
8675,6286326,17814759,6282740,3586,1,1,1,8.185071,8.184793,1.0,4.0,-4.0,4.0,0.0,0.0,-4.0,4.0,-4.0,4.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-5.0,6.3092835238725815,-2.6666666666666665,4.20571124082239,-0.7777777777777778,1.0162515966602192
8676,6286327,24101086,6286326,1,3586,1,1,0.693147,-8.184793,1.0,4.0,-4.0,4.0,0.0,0.0,-4.0,3.0,-1.0,5.0,-2.0,2.0,-1.0,1.0,-1.0,1.0,-1.0,0.0,0.0,0,-4.9,6.078355171485323,-2.5,4.085140116740151,-0.8,1.0146264369941973
8677,6287523,11526638,6286327,1196,1,0,-1,7.087574,7.086738,-1.0,4.0,-4.0,4.0,0.0,0.0,-4.0,4.58257569495584,-1.0,7.0,-4.0,2.0,1.0,4.0,-4.0,4.0,-4.0,0.0,0.0,1,-4.818181818181818,5.8894137922593846,-2.3636363636363638,4.130361532941577,-1.0909090909090908,1.2860240336310884
8678,6287524,5239114,6287523,1,1196,0,-1,0.693147,-7.086738,-1.0,4.0,-4.0,4.0,0.0,0.0,-4.0,4.58257569495584,-1.0,7.0,-4.0,2.0,1.0,1.0,-1.0,1.0,-1.0,0.0,0.0,0,-4.75,5.731962642904436,-2.25,4.1680460464427656,-1.0833333333333333,1.2621886974951644
8679,6293532,17823174,6287524,6008,1,1,1,8.701014,8.700847,1.0,4.0,-4.0,4.0,0.0,0.0,-4.0,4.58257569495584,-1.0,7.0,-4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-4.6923076923076925,5.598734747296403,-2.1538461538461537,4.199932942482233,-1.0,1.1650972592263056
8680,6293533,24116707,6293532,1,6008,1,1,0.693147,-8.700847,1.0,1.0,-1.0,1.0,0.0,0.0,-1.0,3.7416573867739413,-2.0,6.0,-3.0,2.0,-1.0,1.0,-1.0,1.0,-1.0,0.0,0.0,0,-4.428571428571429,5.270253693918088,-2.142857142857143,4.167198974217355,-1.0,1.153304597852998
8681,6295537,11526635,6293533,2004,1,0,-1,7.603399,7.6029,-1.0,1.0,-1.0,1.0,0.0,0.0,-1.0,4.58257569495584,-1.0,7.0,-4.0,2.0,1.0,2.23606797749979,1.0,3.0,2.0,0.0,-1.0,1,-4.2,4.985570114323549,-2.066666666666667,4.19489075559992,-0.8666666666666667,1.225488823162784
8682,6295538,5231097,6295537,1,2004,0,-1,0.693147,-7.6029,-1.0,1.0,-1.0,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,1.0,-1.0,0.0,0.0,0,-4.0,4.736471982178327,-1.9375,3.9327100833749253,-0.875,1.21139577171511
8683,6310326,17844355,6295538,14788,1,1,1,9.601639,9.601571,1.0,1.4142135623730951,0.0,2.0,0.0,-1.0,1.0,1.4142135623730951,0.0,2.0,-1.0,0.0,1.0,1.0,-1.0,1.0,-1.0,0.0,0.0,1,-3.0,3.8248603298266453,-1.8125,3.868005322099295,-0.875,1.21139577171511
8684,6310327,24154682,6310326,1,14788,1,1,0.693147,-9.601571,1.0,1.4142135623730951,0.0,2.0,0.0,-1.0,1.0,4.58257569495584,-3.0,7.0,-1.0,2.0,-4.0,1.0,-1.0,1.0,-1.0,0.0,0.0,0,-2.0,2.913248677474964,-1.875,3.779416303034035,-0.875,1.21139577171511
8685,6315257,11526633,6310327,4930,1,0,-1,8.503297,8.503094,-1.0,1.4142135623730951,0.0,2.0,-1.0,1.0,0.0,5.385164807134504,1.0,9.0,-4.0,2.0,3.0,1.0,-1.0,1.0,0.0,-1.0,0.0,1,-1.9375,2.8933838496502275,-1.5625,3.682976401587722,-0.875,1.21139577171511
8686,6315258,5211375,6315257,1,4930,0,-1,0.693147,-8.503094,-1.0,1.4142135623730951,0.0,2.0,-1.0,1.0,0.0,4.58257569495584,-1.0,7.0,-4.0,2.0,1.0,1.0,-1.0,1.0,-1.0,0.0,0.0,0,-1.9375,2.8933838496502275,-1.5625,3.9068873825224624,-0.875,1.21139577171511
8687,6337928,17875896,6315258,22670,1,1,1,10.028842,10.028798,1.0,1.0,-1.0,1.0,0.0,0.0,-1.0,1.0,-1.0,1.0,-1.0,0.0,0.0,4.47213595499958,-2.0,6.0,2.0,0.0,-4.0,1,-1.9375,2.669472868715488,-1.0625,3.4068873825224624,-1.0,1.4025159212542655
8688,6337929,24213825,6337928,1,22670,1,1,0.693147,-10.028798,1.0,1.0,-1.0,1.0,0.0,0.0,-1.0,8.602325267042627,-6.0,12.0,-1.0,3.0,-8.0,1.0,-1.0,1.0,-1.0,0.0,0.0,0,-1.9375,2.4455618877807477,-1.5,3.836279536239572,-1.0,1.4025159212542655
8689,6345487,11526630,6337929,7558,1,0,-1,8.930494,8.930362,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3166247903554,-1.0,5.0,-3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-1.6875,2.1955618877807477,-1.4375,3.809714998963413,-0.9375,1.2942627457812108
8690,6345488,5181142,6345487,1,7558,0,-1,0.693147,-8.930362,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.539392014169456,-7.0,13.0,-9.0,3.0,-1.0,1.0,-1.0,1.0,-1.0,0.0,0.0,0,-1.5625,1.9160533905932737,-1.8125,4.218426999849004,-0.9375,1.2942627457812108
8691,6358768,17892038,6345488,13280,1,1,1,9.49409,9.494014,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-1.3125,1.6660533905932737,-1.5625,3.9684269998490036,-0.9375,1.2942627457812108
8692,6358769,24250807,6358768,1,13280,1,1,0.693147,-9.494014,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.656854249492381,0.0,8.0,4.0,0.0,-4.0,1.0,-1.0,1.0,-1.0,0.0,0.0,0,-1.0625,1.4160533905932737,-1.5,4.1344803904422776,-0.9375,1.2942627457812108
8693,6363197,11526627,6358769,4428,1,0,-1,8.395929,8.395703,-1.0,2.23606797749979,1.0,3.0,-1.0,0.0,2.0,6.928203230275509,-4.0,12.0,-4.0,4.0,-4.0,1.0,-1.0,1.0,0.0,0.0,-1.0,1,-0.75,1.3058076391870106,-1.6875,4.2810821113997575,-0.75,1.1067627457812108
8694,6363198,5163429,6363197,1,4428,0,-1,0.693147,-8.395703,-1.0,2.23606797749979,1.0,3.0,-1.0,0.0,2.0,1.4142135623730951,0.0,2.0,-1.0,1.0,0.0,1.0,-1.0,1.0,-1.0,0.0,0.0,0,-0.4375,1.1955618877807475,-1.625,4.083059478113335,-0.75,1.1067627457812108
8695,6367928,17896920,6363198,4730,1,1,1,8.461892,8.46168,1.0,1.0,-1.0,1.0,0.0,0.0,-1.0,1.4142135623730951,0.0,2.0,0.0,1.0,-1.0,1.0,-1.0,1.0,0.0,-1.0,0.0,1,-0.25,1.0080618877807475,-1.5625,3.8850368448269137,-0.8125,1.1692627457812108
8696,6367929,24264849,6367928,1,4730,1,1,0.693147,-8.46168,1.0,1.0,-1.0,1.0,0.0,0.0,-1.0,4.0,-4.0,4.0,0.0,0.0,-4.0,1.0,-1.0,1.0,-1.0,0.0,0.0,0,-0.25,1.0080618877807475,-1.6875,3.9011832581535426,-0.8125,1.1692627457812108
8697,6369507,11526624,6367929,1578,1,0,-1,7.364547,7.363914,-1.0,1.0,-1.0,1.0,0.0,-1.0,0.0,6.928203230275509,-4.0,12.0,-4.0,4.0,-4.0,1.0,-1.0,1.0,-1.0,0.0,0.0,1,-0.25,1.0080618877807475,-1.875,4.047784979111022,-0.9375,1.0920084971874737
8698,6369508,5157116,6369507,1,1578,0,-1,0.693147,-7.363914,-1.0,1.0,-1.0,1.0,0.0,-1.0,0.0,9.0,-9.0,9.0,-9.0,0.0,0.0,1.0,-1.0,1.0,-1.0,0.0,0.0,0,-0.25,1.0080618877807475,-2.4375,4.610284979111022,-0.9375,1.0920084971874737
8699,6370118,17897047,6369508,610,1,1,1,6.415097,6.413459,1.0,4.58257569495584,-3.0,7.0,-4.0,-1.0,2.0,1.0,-1.0,1.0,-1.0,0.0,0.0,1.0,-1.0,1.0,-1.0,0.0,0.0,1,-0.4375,1.2060845210671691,-2.5,4.584396631462703,-0.9375,1.0920084971874737
8700,6370119,24267166,6370118,1,610,1,1,0.693147,-6.413459,1.0,4.58257569495584,-3.0,7.0,-4.0,-1.0,2.0,4.58257569495584,-3.0,7.0,-1.0,2.0,-4.0,1.0,-1.0,1.0,-1.0,0.0,0.0,0,-0.625,1.4041071543535906,-2.5,4.584396631462703,-0.9375,1.0920084971874737
8701,6370323,11526622,6370119,204,1,0,-1,5.32301,5.31812,-1.0,3.3166247903554,-3.0,5.0,1.0,-3.0,-1.0,11.532562594670797,-7.0,19.0,-4.0,6.0,-9.0,1.4142135623730951,0.0,2.0,1.0,0.0,-1.0,1,-0.8125,1.5230078561024847,-3.0,4.968608993183722,-0.875,1.117896844835792
8702,6370324,5156298,6370323,1,204,0,-1,0.693147,-5.31812,-1.0,2.449489742783178,-2.0,4.0,1.0,-2.0,-1.0,1.7320508075688772,-1.0,3.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,0.0,0.0,0,-0.9375,1.5877126173781149,-3.0,4.790451187722036,-0.875,1.117896844835792
8703,6373556,17901794,6370324,3232,1,1,1,8.081166,8.080856,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,-4.0,4.0,-4.0,0.0,0.0,4.0,-4.0,4.0,0.0,0.0,-4.0,1,-0.875,1.5252126173781149,-3.1875,4.977951187722036,-1.0,1.0883883476483185
8704,6373557,24275351,6373556,1,3232,1,1,0.693147,-8.080856,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7416573867739413,-2.0,6.0,-1.0,2.0,-3.0,1.0,-1.0,1.0,-1.0,0.0,0.0,0,-0.8125,1.4627126173781149,-2.9375,4.674159445205244,-1.0,1.0883883476483185
8705,6374635,11526620,6373557,1078,1,0,-1,6.98379,6.982863,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,-2.0,10.0,-2.0,4.0,-4.0,1.0,-1.0,1.0,-1.0,0.0,0.0,1,-0.8125,1.4627126173781149,-3.0,4.841870395808032,-1.0625,1.1508883476483185
8706,6374636,5151984,6374635,1,1078,0,-1,0.693147,-6.982863,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,-4.0,4.0,-4.0,0.0,0.0,1.0,-1.0,1.0,-1.0,0.0,0.0,0,-0.8125,1.4627126173781149,-2.8125,4.49565839492244,-1.0625,1.1508883476483185
8707,6375954,17903233,6374636,1318,1,1,1,7.184629,7.183871,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8284271247461903,0.0,4.0,0.0,-2.0,2.0,4.47213595499958,-2.0,6.0,-4.0,0.0,2.0,1,-0.8125,1.4627126173781149,-2.8125,4.672435090219077,-1.1875,1.4303968448357922
8708,6375955,24279188,6375954,1,1318,1,1,0.693147,-7.183871,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.58257569495584,-3.0,7.0,-1.0,2.0,-4.0,1.0,-1.0,1.0,-1.0,0.0,0.0,0,-0.8125,1.4627126173781149,-3.0,4.6052926805605425,-1.1875,1.4303968448357922
8709,6376395,11526618,6375955,440,1,0,-1,6.089045,6.086775,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.539392014169456,-7.0,13.0,-9.0,3.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-0.875,1.322958368784378,-3.1875,4.768491979553915,-1.125,1.3678968448357922
8710,6376396,5150222,6376395,1,440,0,-1,0.693147,-6.086775,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.695359714832659,-4.0,14.0,2.0,3.0,-9.0,1.0,-1.0,1.0,-1.0,0.0,0.0,0,-0.9375,1.1832041201906411,-3.4375,5.286063614082638,-1.125,1.3678968448357922
8711,6380308,17908882,6376396,3912,1,1,1,8.27206,8.271804,1.0,4.0,-4.0,4.0,0.0,-4.0,0.0,1.4142135623730951,0.0,2.0,0.0,1.0,-1.0,1.4142135623730951,0.0,2.0,-1.0,1.0,0.0,1,-1.125,1.3707041201906411,-3.4375,5.286063614082638,-1.0625,1.3937851924841107
8712,6380309,24289191,6380308,1,3912,1,1,0.693147,-8.271804,1.0,4.0,-4.0,4.0,0.0,-4.0,0.0,6.928203230275509,-4.0,12.0,-4.0,4.0,-4.0,1.0,-1.0,1.0,-1.0,0.0,0.0,0,-1.3125,1.5582041201906411,-3.4375,5.469076315974856,-1.0625,1.3937851924841107
8713,6381613,11526617,6380309,1304,1,0,-1,7.173958,7.173192,-1.0,5.656854249492381,0.0,8.0,-4.0,0.0,4.0,9.539392014169456,-7.0,13.0,-9.0,3.0,-1.0,1.7320508075688772,-1.0,3.0,-1.0,-1.0,1.0,1,-1.25,1.8492575107839149,-3.625,5.632275614968229,-1.0625,1.4395383679571654
8714,6381614,5145003,6381613,1,1304,0,-1,0.693147,-7.173192,-1.0,4.47213595499958,-2.0,6.0,-4.0,0.0,2.0,2.449489742783178,-2.0,4.0,-1.0,-2.0,1.0,1.0,-1.0,1.0,-1.0,0.0,0.0,0,-1.3125,2.0662660079713886,-3.1875,5.222868723892177,-1.0625,1.4395383679571654
8715,6392900,17925160,6381614,11286,1,1,1,9.331407,9.331318,1.0,3.0,-1.0,5.0,2.0,-2.0,-1.0,3.7416573867739413,-2.0,6.0,-3.0,2.0,-1.0,4.58257569495584,-3.0,7.0,-4.0,2.0,-1.0,1,-1.1875,1.9673550270366484,-3.25,5.3942223105655485,-1.1875,1.6634493488919055
8716,6392901,24318061,6392900,1,11286,1,1,0.693147,-9.331318,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3166247903554,-1.0,5.0,-3.0,1.0,1.0,1.0,-1.0,1.0,-1.0,0.0,0.0,0,-1.0,1.6809440461019085,-3.125,5.315100379028021,-1.1875,1.6634493488919055
8717,6392902,30710963,6392901,1,1,1,1,0.693147,0.0,1.0,4.58257569495584,-3.0,7.0,2.0,-1.0,-4.0,4.58257569495584,-3.0,7.0,-1.0,-4.0,2.0,1.0,-1.0,1.0,-1.0,0.0,0.0,0,-1.0,1.760065977639436,-2.875,4.880726197795836,-1.25,1.6375610012435868
8718,6395306,17921553,6392902,2404,1,0,-1,7.785305,7.784889,-1.0,2.0,-2.0,2.0,0.0,-2.0,0.0,4.58257569495584,-1.0,7.0,-4.0,2.0,1.0,1.4142135623730951,0.0,2.0,1.0,0.0,-1.0,1,-1.0,1.7319728687154874,-2.875,5.058884003257522,-1.1875,1.6634493488919053
8719,6395307,11526246,6395306,1,2404,0,-1,0.693147,-7.784889,-1.0,2.0,-2.0,2.0,0.0,-2.0,0.0,6.928203230275509,-4.0,12.0,-4.0,4.0,-4.0,1.0,-1.0,1.0,-1.0,0.0,0.0,0,-1.125,1.8569728687154874,-2.875,5.241896705149741,-1.0,1.4759493488919053
8720,6395308,5130938,6395307,1,1,0,-1,0.693147,0.0,-1.0,2.0,-2.0,2.0,0.0,-2.0,0.0,3.0,-1.0,5.0,-1.0,-2.0,2.0,1.0,-1.0,1.0,-1.0,0.0,0.0,0,-1.25,1.9819728687154874,-2.8125,5.195543118476369,-1.0,1.4759493488919053
8721,6395684,17922118,6395308,376,1,1,1,5.932245,5.929589,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.532562594670797,-7.0,19.0,-9.0,6.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-1.25,1.9819728687154874,-3.125,5.5413282806432935,-0.9375,1.4134493488919053
8722,6395685,24317803,6395684,1,376,1,1,0.693147,-5.929589,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4142135623730951,0.0,2.0,0.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,0.0,0.0,0,-1.25,1.9819728687154874,-2.875,5.379716628291613,-0.9375,1.4134493488919053
8723,6395686,30713489,6395685,1,1,1,1,0.693147,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,-1.0,5.0,-1.0,-2.0,2.0,1.0,-1.0,1.0,-1.0,0.0,0.0,0,-1.25,1.9819728687154874,-2.9375,5.390439932994976,-0.875,1.1964408517044316
8724,6395687,37109176,6395686,1,1,1,1,0.693147,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.58257569495584,-3.0,7.0,-4.0,-1.0,2.0,1.0,-1.0,1.0,-1.0,0.0,0.0,0,-1.25,1.9819728687154874,-2.9375,5.390439932994976,-0.875,1.1964408517044316
8725,6396317,24316857,6395687,630,1,0,-1,6.447306,6.44572,-1.0,2.23606797749979,1.0,3.0,-1.0,0.0,2.0,1.4142135623730951,0.0,2.0,-1.0,1.0,0.0,1.0,-1.0,1.0,0.0,-1.0,0.0,1,-1.1875,2.1217271173092245,-2.5,4.882616279757703,-0.9375,1.2589408517044316
8726,6396318,17920539,6396317,1,630,0,-1,0.693147,-6.44572,-1.0,2.23606797749979,1.0,3.0,-1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,1.0,-1.0,0.0,0.0,0,-1.125,2.261481365902961,-2.25,4.2766562975806615,-0.9375,1.2589408517044316
8727,6399045,11520131,6396318,2727,1,0,-1,7.911324,7.910957,-1.0,1.0,-1.0,1.0,0.0,-1.0,0.0,15.588457268119896,-9.0,21.0,-15.0,3.0,3.0,4.0,-4.0,4.0,0.0,0.0,-4.0,1,-0.9375,2.073981365902961,-2.8125,5.162546529189837,-1.1875,1.420552504056113
